L. psoas major,31.82562109059557
R. psoas major,31.053231453834808
L. iliacus,25.200038982780402
R. iliacus,24.770564527613367
L. gluteus medius,19.238764394354224
R. gluteus medius,20.155429142996486
L. gluteus maximus,31.908744398144034
R. gluteus maximus,31.221402807578954
L. gluteus minimus,11.674724806142152
R. gluteus minimus,11.814534433860958
L. piriformis,7.4489498913288115
R. piriformis,7.546599888801575
L. external rotators,6.249599838256836
R. external rotators,6.05429984331131
L. quadratus femoris,7.201504273055802
R. quadratus femoris,8.079824365601816
L. obturator internus,8.281122024098703
R. obturator internus,9.149537306564756
L. obturator externus,6.640199828147888
R. obturator externus,7.030799818038941
L. pectineus,12.539972836232362
R. pectineus,11.956801485494147
L. tensor fasciae latae,14.73218805223784
R. tensor fasciae latae,14.825086940761182
L. rectus femoris,33.4094077249929
R. rectus femoris,33.57257457880179
L. vastus lateralis,38.15619187860493
R. vastus lateralis,38.3291836567238
L. vastus intermedius,33.08200177783615
R. vastus intermedius,32.999089511123906
L. vastus medialis,32.491035423846874
R. vastus medialis,32.42279058992716
L. sartorius,53.42806677727326
R. sartorius,51.02112548866822
L. adductor brevis,13.358276595070041
R. adductor brevis,13.689300237835061
L. adductor magnus,30.437159531102587
R. adductor magnus,31.167500158276106
L. adductor longus,20.770089746219156
R. adductor longus,21.737046822186525
L. gracilis,33.33674770927585
R. gracilis,32.722027161932274
L. semitendinosus,35.343142908390206
R. semitendinosus,33.69072186214474
L. semimembranosus,30.73619728672415
R. semimembranosus,30.07405777090411
L. biceps femoris: long head,29.159350131628933
R. biceps femoris: long head,30.795618876949618
L. biceps femoris: short head,23.262779604203526
R. biceps femoris: short head,23.604451690119426
L. popliteus,7.714427253525703
R. popliteus,8.461847426314716
L. gastrocnemius (medial head),23.514054970678963
R. gastrocnemius (medial head),24.47668215698757
L. gastrocnemius (lateral head),21.47236218172367
R. gastrocnemius (lateral head),21.26369302754647
L. soleus,32.35074139160645
R. soleus,31.4221849574892
L. tibialis anterior,27.55933378488594
R. tibialis anterior,28.747750854546858
L. phalangeal extensors,33.90795060874708
R. phalangeal extensors,35.00019320676385
L. fibulari,33.041955626730115
R. fibulari,33.66379964201554
L. tibialis posterior,28.785591804367677
R. tibialis posterior,27.714009163262887
L. flexor digitorum longus,21.540106431976724
R. flexor digitorum longus,20.997651597872004
L. flexor hallucis longus,22.36603285378949
R. flexor hallucis longus,21.975281831359396
