L. psoas major,32.23742536521814
R. psoas major,32.645356499423485
L. iliacus,23.801061085155997
R. iliacus,24.09553701735443
L. gluteus medius,19.198241050599826
R. gluteus medius,19.23472492681106
L. gluteus maximus,27.841571639141012
R. gluteus maximus,30.523872669661166
L. gluteus minimus,12.127989999928618
R. gluteus minimus,12.507295046010725
L. piriformis,6.503649896383285
R. piriformis,5.667749911546707
L. external rotators,5.663699853420257
R. external rotators,4.882499873638153
L. quadratus femoris,6.757437799728654
R. quadratus femoris,6.692357444766403
L. obturator internus,6.4506487886888895
R. obturator internus,6.470818701985946
L. obturator externus,7.421399807929992
R. obturator externus,7.811999797821045
L. pectineus,10.275770043626748
R. pectineus,10.28933572421082
L. tensor fasciae latae,15.399670133613407
R. tensor fasciae latae,15.158272154447257
L. rectus femoris,28.886810214398984
R. rectus femoris,28.742029792240963
L. vastus lateralis,32.95401091948531
R. vastus lateralis,32.53283649525672
L. vastus intermedius,29.07984625700319
R. vastus intermedius,29.063891524727506
L. vastus medialis,29.02457184049941
R. vastus medialis,28.66230540430906
L. sartorius,47.69231874037812
R. sartorius,46.72009257023346
L. adductor brevis,12.099665735249003
R. adductor brevis,11.946511474374585
L. adductor magnus,32.588926621052046
R. adductor magnus,30.35382785713578
L. adductor longus,19.107482350159962
R. adductor longus,19.707386267996743
L. gracilis,30.324306757131332
R. gracilis,29.814224777500794
L. semitendinosus,31.063406074444366
R. semitendinosus,31.17517746979301
L. semimembranosus,27.08210918818118
R. semimembranosus,25.9806746079697
L. biceps femoris: long head,26.292320411427177
R. biceps femoris: long head,25.195663742294997
L. biceps femoris: short head,22.38477925098063
R. biceps femoris: short head,22.10441619473086
L. popliteus,6.308783342982029
R. popliteus,6.820165699588149
L. gastrocnemius (medial head),26.78994800104322
R. gastrocnemius (medial head),26.143675478282397
L. gastrocnemius (lateral head),21.840521199131054
R. gastrocnemius (lateral head),20.8232910794298
L. soleus,26.993902442343806
R. soleus,26.0448034066179
L. tibialis anterior,25.567809348090602
R. tibialis anterior,25.567131110471298
L. phalangeal extensors,25.63814626296567
R. phalangeal extensors,25.495787879242076
L. fibulari,24.876888888852342
R. fibulari,24.873581765158256
L. tibialis posterior,24.70235355777467
R. tibialis posterior,24.005441659730575
L. flexor digitorum longus,17.120740650714275
R. flexor digitorum longus,18.52662158591017
L. flexor hallucis longus,9.831926918331684
R. flexor hallucis longus,11.334755960055272
