L. psoas major,33.27101199408933
R. psoas major,34.92843951077724
L. iliacus,26.482652316990006
R. iliacus,26.29151767766631
L. gluteus medius,20.929620602092324
R. gluteus medius,20.458027140511014
L. gluteus maximus,28.479870755465832
R. gluteus maximus,28.568484725329068
L. gluteus minimus,12.927952811512986
R. gluteus minimus,11.139933289750875
L. piriformis,6.55834990143776
R. piriformis,6.710699903964996
L. external rotators,6.249599838256836
R. external rotators,5.663699853420257
L. quadratus femoris,5.20194848978218
R. quadratus femoris,6.578318952378863
L. obturator internus,7.955367066285305
R. obturator internus,8.753623388755058
L. obturator externus,7.226099812984467
R. obturator externus,7.811999797821045
L. pectineus,10.671012607730855
R. pectineus,10.697260175844395
L. tensor fasciae latae,18.897435593674746
R. tensor fasciae latae,18.337062401087863
L. rectus femoris,30.87401278049729
R. rectus femoris,31.410352794874882
L. vastus lateralis,37.37378857970815
R. vastus lateralis,37.873815407147504
L. vastus intermedius,33.08386746815101
R. vastus intermedius,33.99144735511767
L. vastus medialis,34.15575609782258
R. vastus medialis,34.320368898536174
L. sartorius,52.69372354305707
R. sartorius,51.121936961390205
L. adductor brevis,14.827738161035935
R. adductor brevis,14.278656282396629
L. adductor magnus,35.56217037449458
R. adductor magnus,36.05871550188894
L. adductor longus,18.91157106842741
R. adductor longus,19.436432739702667
L. gracilis,33.74497417240579
R. gracilis,31.051465211191868
L. semitendinosus,33.86521463642971
R. semitendinosus,29.648494193300746
L. semimembranosus,32.91502849539037
R. semimembranosus,30.73229091927582
L. biceps femoris: long head,29.384597451027055
R. biceps femoris: long head,29.305570787141043
L. biceps femoris: short head,19.029158044287477
R. biceps femoris: short head,20.260526351335045
L. popliteus,6.958923827852557
R. popliteus,8.045597023148131
L. gastrocnemius (medial head),27.505803765475417
R. gastrocnemius (medial head),26.850013958791
L. gastrocnemius (lateral head),22.92281088947082
R. gastrocnemius (lateral head),22.62494028133887
L. soleus,34.43821254349511
R. soleus,33.71674713884239
L. tibialis anterior,28.119008218819403
R. tibialis anterior,26.648270790203846
L. phalangeal extensors,33.80401980477805
R. phalangeal extensors,34.517285879360536
L. fibulari,33.80929654146829
R. fibulari,35.058821709147495
L. tibialis posterior,28.202382764639076
R. tibialis posterior,28.193690086861654
L. flexor digitorum longus,21.97141371260019
R. flexor digitorum longus,21.47074531383722
L. flexor hallucis longus,21.612557511278343
R. flexor hallucis longus,18.447423453557427
