L. psoas major,35.41412203648823
R. psoas major,36.048403254198846
L. iliacus,26.648805432183714
R. iliacus,27.469045494693756
L. gluteus medius,21.10430548846309
R. gluteus medius,21.04125653230421
L. gluteus maximus,29.337348733485936
R. gluteus maximus,29.882431872683277
L. gluteus minimus,14.354768085241442
R. gluteus minimus,14.963588785801814
L. piriformis,5.722449916601181
R. piriformis,5.858999848365784
L. external rotators,6.05429984331131
R. external rotators,6.640199828147888
L. quadratus femoris,6.866943378644305
R. quadratus femoris,7.012602737675005
L. obturator internus,8.126200746991122
R. obturator internus,7.671472043741066
L. obturator externus,7.421399807929992
R. obturator externus,8.202599787712098
L. pectineus,11.892871433088054
R. pectineus,12.121283598726746
L. tensor fasciae latae,14.911736683439392
R. tensor fasciae latae,14.00229030132192
L. rectus femoris,34.14469438241785
R. rectus femoris,33.16367205413225
L. vastus lateralis,39.490686525467936
R. vastus lateralis,38.80807118153739
L. vastus intermedius,35.883099166926726
R. vastus intermedius,35.187980914614926
L. vastus medialis,35.49263454387476
R. vastus medialis,34.723225900200475
L. sartorius,53.330723937288994
R. sartorius,52.639097211670354
L. adductor brevis,15.699782368513453
R. adductor brevis,14.415993674854505
L. adductor magnus,32.63142313725161
R. adductor magnus,31.7475153491279
L. adductor longus,22.614572506386704
R. adductor longus,22.098334920514095
L. gracilis,32.273898251182686
R. gracilis,33.47052866103917
L. semitendinosus,32.98152952849496
R. semitendinosus,34.060652089244606
L. semimembranosus,33.161853917831756
R. semimembranosus,29.728351913121333
L. biceps femoris: long head,31.04971074594444
R. biceps femoris: long head,28.563768803570696
L. biceps femoris: short head,24.57669798795538
R. biceps femoris: short head,25.365717119729773
L. popliteus,7.886478028814819
R. popliteus,8.422770996735427
L. gastrocnemius (medial head),29.54206557142778
R. gastrocnemius (medial head),31.13716704202855
L. gastrocnemius (lateral head),24.40814403735457
R. gastrocnemius (lateral head),24.31305486695584
L. soleus,35.12554206520243
R. soleus,35.743770414407145
L. tibialis anterior,32.146361119084894
R. tibialis anterior,33.342750033135495
L. phalangeal extensors,37.216307594760714
R. phalangeal extensors,37.663440418606505
L. fibulari,38.551494553399124
R. fibulari,38.70689400155262
L. tibialis posterior,31.740217640804445
R. tibialis posterior,32.83496877935499
L. flexor digitorum longus,21.03577529218276
R. flexor digitorum longus,21.920561553253272
L. flexor hallucis longus,24.574307773975523
R. flexor hallucis longus,23.98317222787149
